"SECONDS";"PID";"VALUE";"UNITS";
"39193.1824863";"Voltagem do modulo OBD";"13.9";"V";
"39193.4724098";"Valor da carga calculada do motor";"24.313725490196077";"%";
"39193.5560772";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39193.643717";"Ajuste de combustível % a curto 
prazo - Banco 1";"-4.6875";"%";
"39193.7349689";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39193.8253989";"Boost calculado";"-0.52325";"bar";
"39193.8253989";"Pressão absoluta do coletor de 
admissão";"49";"kPa";
"39193.9115342";"Consumo instantâneo de combustível (l/h)";"1.424318796354262";"L/h";
"39193.9115342";"Potência instantânea do motor (baseado no consumo de combustível)";"5.572217006862839";"hp";
"39193.9115342";"RPM do motor";"655";"rpm";
"39193.9115342";"RPM do motor x1000";"0.7";"rpm";
"39193.9711092";"Voltagem do modulo OBD";"14";"V";
"39194.2293339";"Valor da carga calculada do motor";"24.313725490196077";"%";
"39194.3203449";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39194.41225";"Ajuste de combustível % a curto 
prazo - Banco 1";"-5.46875";"%";
"39194.4918898";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39194.5959813";"Temperatura do ar de admissão";"45";"℃";
"39194.6476908";"Voltagem do modulo OBD";"14";"V";
"39194.9114253";"Valor da carga calculada do motor";"24.313725490196077";"%";
"39194.9999521";"Ajuste de combustível % a curto 
prazo - Banco 1";"-3.90625";"%";
"39195.0879013";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39195.1534444";"Voltagem do modulo OBD";"14";"V";
"39195.3199482";"Valor da carga calculada do motor";"24.705882352941178";"%";
"39195.4058285";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39195.4604218";"Ajuste de combustível % a curto 
prazo - Banco 1";"-2.34375";"%";
"39195.5269162";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39195.5806418";"Voltagem do modulo OBD";"13.8";"V";
"39195.7478154";"Valor da carga calculada do motor";"24.313725490196077";"%";
"39195.8127706";"Ajuste de combustível % a curto 
prazo - Banco 1";"-2.34375";"%";
"39195.8755102";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39195.928494";"Voltagem do modulo OBD";"13.9";"V";
"39196.0991709";"Valor da carga calculada do motor";"24.313725490196077";"%";
"39196.1508579";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39196.2167738";"Ajuste de combustível % a curto 
prazo - Banco 1";"-3.90625";"%";
"39196.2722";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39196.3243414";"Voltagem do modulo OBD";"13.9";"V";
"39196.4926588";"Valor da carga calculada do motor";"23.92156862745098";"%";
"39196.5557897";"Ajuste de combustível % a curto 
prazo - Banco 1";"-3.125";"%";
"39196.6083097";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39196.6721089";"Voltagem do modulo OBD";"13.8";"V";
"39196.8388908";"Valor da carga calculada do motor";"23.92156862745098";"%";
"39196.9041731";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39196.9553407";"Ajuste de combustível % a curto 
prazo - Banco 1";"-2.34375";"%";
"39197.0073365";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39197.0725113";"Voltagem do modulo OBD";"13.8";"V";
"39197.255631";"Valor da carga calculada do motor";"23.92156862745098";"%";
"39197.305716";"Ajuste de combustível % a curto 
prazo - Banco 1";"-1.5625";"%";
"39197.3714652";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39197.4244259";"Voltagem do modulo OBD";"14";"V";
"39197.5963969";"Valor da carga calculada do motor";"23.92156862745098";"%";
"39197.6591482";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39197.7124416";"Ajuste de combustível % a curto 
prazo - Banco 1";"-2.34375";"%";
"39197.7662727";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39197.8200664";"Voltagem do modulo OBD";"14";"V";
"39198.0033996";"Valor da carga calculada do motor";"23.92156862745098";"%";
"39198.0559575";"Ajuste de combustível % a curto 
prazo - Banco 1";"-3.125";"%";
"39198.1203262";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39198.1855432";"Voltagem do modulo OBD";"13.9";"V";
"39198.3457947";"Valor da carga calculada do motor";"23.137254901960784";"%";
"39198.4130607";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39198.4627017";"Ajuste de combustível % a curto 
prazo - Banco 1";"0";"%";
"39198.5171233";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39198.5718155";"Voltagem do modulo OBD";"13.9";"V";
"39198.7515351";"Valor da carga calculada do motor";"21.568627450980394";"%";
"39198.8036309";"Ajuste de combustível % a curto 
prazo - Banco 1";"1.5625";"%";
"39198.855222";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39198.9202332";"Voltagem do modulo OBD";"13.5";"V";
"39199.0789695";"Valor da carga calculada do motor";"36.470588235294116";"%";
"39199.1442297";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39199.1963398";"Ajuste de combustível % a curto 
prazo - Banco 1";"2.34375";"%";
"39199.248134";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39199.3170282";"Voltagem do modulo OBD";"13.8";"V";
"39199.483304";"Valor da carga calculada do motor";"37.64705882352941";"%";
"39199.5352019";"Ajuste de combustível % a curto 
prazo - Banco 1";"0";"%";
"39199.5990001";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39199.6527352";"Voltagem do modulo OBD";"13.9";"V";
"39199.8204452";"Valor da carga calculada do motor";"34.509803921568626";"%";
"39199.883107";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39199.9304038";"Ajuste de combustível % a curto 
prazo - Banco 1";"-1.5625";"%";
"39199.9859448";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39200.0980359";"Voltagem do modulo OBD";"14";"V";
"39200.2307978";"Valor da carga calculada do motor";"30.58823529411765";"%";
"39200.2995857";"Ajuste de combustível % a curto 
prazo - Banco 1";"-2.34375";"%";
"39200.3497112";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39200.4105666";"Voltagem do modulo OBD";"13.9";"V";
"39200.5777285";"Valor da carga calculada do motor";"29.80392156862745";"%";
"39200.630995";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39200.6826511";"Ajuste de combustível % a curto 
prazo - Banco 1";"-3.90625";"%";
"39200.7226353";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39200.7758842";"Voltagem do modulo OBD";"13.9";"V";
"39200.9623713";"Valor da carga calculada do motor";"29.019607843137255";"%";
"39201.0259922";"Ajuste de combustível % a curto 
prazo - Banco 1";"-4.6875";"%";
"39201.0779719";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39201.1402352";"Voltagem do modulo OBD";"14";"V";
"39201.3104613";"Valor da carga calculada do motor";"29.019607843137255";"%";
"39201.3704379";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39201.4226191";"Ajuste de combustível % a curto 
prazo - Banco 1";"-5.46875";"%";
"39201.474938";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39201.5382432";"Voltagem do modulo OBD";"13.7";"V";
"39201.708163";"Valor da carga calculada do motor";"28.627450980392158";"%";
"39201.7598969";"Ajuste de combustível % a curto 
prazo - Banco 1";"-6.25";"%";
"39201.8148773";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39201.8677097";"Voltagem do modulo OBD";"13.8";"V";
"39202.039294";"Valor da carga calculada do motor";"31.372549019607842";"%";
"39202.0909322";"Temperatura do líquido de 
arrefecimento do motor";"84";"℃";
"39202.153746";"Ajuste de combustível % a curto 
prazo - Banco 1";"-6.25";"%";
"39202.2143457";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39202.2841061";"Voltagem do modulo OBD";"13.7";"V";
"39202.4429084";"Valor da carga calculada do motor";"30.19607843137255";"%";
"39202.4936827";"Ajuste de combustível % a curto 
prazo - Banco 1";"-6.25";"%";
"39202.559502";"Ajuste de combustível % a longo 
prazo - Banco 1";"0";"%";
"39202.6129431";"Voltagem do modulo OBD";"13.8";"V";
"39202.8216298";"Valor da carga calculada do motor";"29.41176470588235";"%";
"39202.9180193";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39203.0280406";"Velocidade do veículo";"5";"km/h";
"39203.1201211";"Boost calculado";"-0.45325000000000004";"bar";
"39203.1201211";"Pressão absoluta do coletor de 
admissão";"56";"kPa";
"39203.2332543";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39203.3995442";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39203.3995442";"Posição da borboleta de admissão";"14.117647058823529";"%";
"39203.4964185";"Combustível usado";"0.004975618879958485";"L";
"39203.4964185";"Combustível usado (Hoje)";"0.004976";"L";
"39203.4964185";"Combustível usado (Semana)";"0.004976";"L";
"39203.4964185";"Combustível usado (total)";"0.004976";"L";
"39203.4964185";"Consumo instantâneo de combustível (l/h)";"1.8714053093816159";"L/h";
"39203.4964185";"Potência instantânea do motor (baseado no consumo de combustível)";"7.321307925136719";"hp";
"39203.4964185";"Preço do combustível usado";"0.00502537506875807";"R$";
"39203.4964185";"Preço do combustível usado (Hoje)";"0.005025760000000001";"R$";
"39203.4964185";"Preço do combustível usado (Semana)";"0.005025760000000001";"R$";
"39203.4964185";"Preço do combustível usado (total)";"0.005025760000000001";"R$";
"39203.4964185";"RPM do motor";"873";"rpm";
"39203.4964185";"RPM do motor x1000";"0.9";"rpm";
"39203.8367093";"Espaço livre no tanque de combustível";"38.431372549019606";"L";
"39203.8367093";"Nível de combustível (%)";"23.137254901960784";"%";
"39203.8367093";"Nível de combustível (V)";"11.568627450980392";"L";
"39203.9192382";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39204.0309564";"Consumo instantâneo de combustível (l/100km)";"31.1900884896936";"L/100km";
"39204.0309564";"Distância percorrida";"0.0016756745";"km";
"39204.0309564";"Distância percorrida (Hoje)";"0.001676";"km";
"39204.0309564";"Distância percorrida (Semana)";"0.001676";"km";
"39204.0309564";"Distância percorrida (total)";"0.001676";"km";
"39204.0309564";"Velocidade do veículo";"6";"km/h";
"39204.0309564";"Velocidade média";"6";"km/h";
"39204.1276971";"Boost calculado";"-0.51325";"bar";
"39204.1276971";"Pressão absoluta do coletor de 
admissão";"50";"kPa";
"39204.2484185";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39204.3808204";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39204.3808204";"Posição da borboleta de admissão";"13.72549019607843";"%";
"39204.4665422";"Combustível usado";"0.00545191761198938";"L";
"39204.4665422";"Combustível usado (Hoje)";"0.005452";"L";
"39204.4665422";"Combustível usado (Semana)";"0.005452";"L";
"39204.4665422";"Combustível usado (total)";"0.005452";"L";
"39204.4665422";"Consumo instantâneo de combustível (l/h)";"1.7704241441437518";"L/h";
"39204.4665422";"Consumo médio de combustível (l/100km)";"325.35660189311113";"L/100km";
"39204.4665422";"Consumo médio de combustível (l/100km) (Hoje)";"325.2983293556086";"L/100km";
"39204.4665422";"Consumo médio de combustível (l/100km) (Semana)";"325.2983293556086";"L/100km";
"39204.4665422";"Consumo médio de combustível (l/100km) (total)";"325.2983293556086";"L/100km";
"39204.4665422";"Potência instantânea do motor (baseado no consumo de combustível)";"6.926249622352589";"hp";
"39204.4665422";"Preço do combustível usado";"0.005506436788109274";"R$";
"39204.4665422";"Preço do combustível usado (Hoje)";"0.00550652";"R$";
"39204.4665422";"Preço do combustível usado (Semana)";"0.00550652";"R$";
"39204.4665422";"Preço do combustível usado (total)";"0.00550652";"R$";
"39204.4665422";"RPM do motor";"925";"rpm";
"39204.4665422";"RPM do motor x1000";"0.9";"rpm";
"39204.8871952";"Espaço livre no tanque de combustível";"37.84313725490196";"L";
"39204.8871952";"Nível de combustível (%)";"24.313725490196077";"%";
"39204.8871952";"Nível de combustível (V)";"12.156862745098037";"L";
"39204.9382121";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39205.0029372";"Consumo instantâneo de combustível (l/100km)";"29.50706906906253";"L/100km";
"39205.0029372";"Distância percorrida";"0.00329371";"km";
"39205.0029372";"Distância percorrida (Hoje)";"0.003294";"km";
"39205.0029372";"Distância percorrida (Semana)";"0.003294";"km";
"39205.0029372";"Distância percorrida (total)";"0.003294";"km";
"39205.0029372";"Velocidade do veículo";"6";"km/h";
"39205.0029372";"Velocidade média";"6";"km/h";
"39205.0753076";"Boost calculado";"-0.55325";"bar";
"39205.0753076";"Pressão absoluta do coletor de 
admissão";"46";"kPa";
"39205.1562554";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39205.2722804";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39205.2722804";"Posição da borboleta de admissão";"13.72549019607843";"%";
"39205.3397448";"Combustível usado";"0.0059138820730392";"L";
"39205.3397448";"Combustível usado (Hoje)";"0.005914";"L";
"39205.3397448";"Combustível usado (Semana)";"0.005914";"L";
"39205.3397448";"Combustível usado (total)";"0.005914";"L";
"39205.3397448";"Consumo instantâneo de combustível (l/h)";"1.8979493674377508";"L/h";
"39205.3397448";"Consumo médio de combustível (l/100km)";"179.55078234086184";"L/100km";
"39205.3397448";"Consumo médio de combustível (l/100km) (Hoje)";"179.538554948391";"L/100km";
"39205.3397448";"Consumo médio de combustível (l/100km) (Semana)";"179.538554948391";"L/100km";
"39205.3397448";"Consumo médio de combustível (l/100km) (total)";"179.538554948391";"L/100km";
"39205.3397448";"Potência instantânea do motor (baseado no consumo de combustível)";"7.425153533374248";"hp";
"39205.3397448";"Preço do combustível usado";"0.005973020893769592";"R$";
"39205.3397448";"Preço do combustível usado (Hoje)";"0.00597314";"R$";
"39205.3397448";"Preço do combustível usado (Semana)";"0.00597314";"R$";
"39205.3397448";"Preço do combustível usado (total)";"0.00597314";"R$";
"39205.3397448";"RPM do motor";"1006";"rpm";
"39205.3397448";"RPM do motor x1000";"1";"rpm";
"39205.7160003";"Espaço livre no tanque de combustível";"37.84313725490196";"L";
"39205.7160003";"Nível de combustível (%)";"24.313725490196077";"%";
"39205.7160003";"Nível de combustível (V)";"12.156862745098037";"L";
"39205.7672774";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39205.8476526";"Consumo instantâneo de combustível (l/100km)";"27.11356239196787";"L/100km";
"39205.8476526";"Distância percorrida";"0.0049375445";"km";
"39205.8476526";"Distância percorrida (Hoje)";"0.004938";"km";
"39205.8476526";"Distância percorrida (Semana)";"0.004938";"km";
"39205.8476526";"Distância percorrida (total)";"0.004938";"km";
"39205.8476526";"Velocidade do veículo";"7";"km/h";
"39205.8476526";"Velocidade média";"6.299614626542009";"km/h";
"39205.9291301";"Boost calculado";"-0.54325";"bar";
"39205.9291301";"Pressão absoluta do coletor de 
admissão";"47";"kPa";
"39206.0111604";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39206.1481254";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39206.1481254";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39206.1997472";"Combustível usado";"0.00643141980856265";"L";
"39206.1997472";"Combustível usado (Hoje)";"0.006432";"L";
"39206.1997472";"Combustível usado (Semana)";"0.006432";"L";
"39206.1997472";"Combustível usado (total)";"0.006432";"L";
"39206.1997472";"Consumo instantâneo de combustível (l/h)";"2.174381616044598";"L/h";
"39206.1997472";"Consumo médio de combustível (l/100km)";"130.25542977005372";"L/100km";
"39206.1997472";"Consumo médio de combustível (l/100km) (Hoje)";"130.25516403402187";"L/100km";
"39206.1997472";"Consumo médio de combustível (l/100km) (Semana)";"130.25516403402187";"L/100km";
"39206.1997472";"Consumo médio de combustível (l/100km) (total)";"130.25516403402187";"L/100km";
"39206.1997472";"Potência instantânea do motor (baseado no consumo de combustível)";"8.506611196416483";"hp";
"39206.1997472";"Preço do combustível usado";"0.006495734006648276";"R$";
"39206.1997472";"Preço do combustível usado (Hoje)";"0.00649632";"R$";
"39206.1997472";"Preço do combustível usado (Semana)";"0.00649632";"R$";
"39206.1997472";"Preço do combustível usado (total)";"0.00649632";"R$";
"39206.1997472";"RPM do motor";"1128";"rpm";
"39206.1997472";"RPM do motor x1000";"1.1";"rpm";
"39206.5514621";"Espaço livre no tanque de combustível";"37.84313725490196";"L";
"39206.5514621";"Nível de combustível (%)";"24.313725490196077";"%";
"39206.5514621";"Nível de combustível (V)";"12.156862745098037";"L";
"39206.6083943";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39206.6954214";"Aceleração";"0.03089447418222619";"g";
"39206.6954214";"Consumo instantâneo de combustível (l/100km)";"24.159795733828865";"L/100km";
"39206.6954214";"Distância percorrida";"0.00705704225";"km";
"39206.6954214";"Distância percorrida (Hoje)";"0.007057";"km";
"39206.6954214";"Distância percorrida (Semana)";"0.007057";"km";
"39206.6954214";"Distância percorrida (total)";"0.007057";"km";
"39206.6954214";"Velocidade do veículo";"9";"km/h";
"39206.6954214";"Velocidade média";"6.9235226918479364";"km/h";
"39206.8039424";"Boost calculado";"-0.51325";"bar";
"39206.8039424";"Pressão absoluta do coletor de 
admissão";"50";"kPa";
"39206.8846364";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39206.9999602";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39206.9999602";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39207.0639122";"Combustível usado";"0.007090797579990933";"L";
"39207.0639122";"Combustível usado (Hoje)";"0.007091";"L";
"39207.0639122";"Combustível usado (Semana)";"0.007091";"L";
"39207.0639122";"Combustível usado (total)";"0.007091";"L";
"39207.0639122";"Consumo instantâneo de combustível (l/h)";"2.745866327036853";"L/h";
"39207.0639122";"Consumo médio de combustível (l/100km)";"100.47832121156613";"L/100km";
"39207.0639122";"Consumo médio de combustível (l/100km) (Hoje)";"100.4817911293751";"L/100km";
"39207.0639122";"Consumo médio de combustível (l/100km) (Semana)";"100.4817911293751";"L/100km";
"39207.0639122";"Consumo médio de combustível (l/100km) (total)";"100.4817911293751";"L/100km";
"39207.0639122";"Potência instantânea do motor (baseado no consumo de combustível)";"10.742372483780056";"hp";
"39207.0639122";"Preço do combustível usado";"0.007161705555790842";"R$";
"39207.0639122";"Preço do combustível usado (Hoje)";"0.0071619100000000005";"R$";
"39207.0639122";"Preço do combustível usado (Semana)";"0.0071619100000000005";"R$";
"39207.0639122";"Preço do combustível usado (total)";"0.0071619100000000005";"R$";
"39207.0639122";"RPM do motor";"1339";"rpm";
"39207.0639122";"RPM do motor x1000";"1.3";"rpm";
"39207.4203287";"Espaço livre no tanque de combustível";"39.21568627450981";"L";
"39207.4203287";"Nível de combustível (%)";"21.568627450980394";"%";
"39207.4203287";"Nível de combustível (V)";"10.784313725490197";"L";
"39207.4730295";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39207.5441748";"Aceleração";"0.032250144608713206";"g";
"39207.5441748";"Consumo instantâneo de combustível (l/100km)";"27.458663270368532";"L/100km";
"39207.5441748";"Distância percorrida";"0.009411753638888888";"km";
"39207.5441748";"Distância percorrida (Hoje)";"0.009412";"km";
"39207.5441748";"Distância percorrida (Semana)";"0.009412";"km";
"39207.5441748";"Distância percorrida (total)";"0.009412";"km";
"39207.5441748";"Velocidade do veículo";"10";"km/h";
"39207.5441748";"Velocidade média";"7.500863293081891";"km/h";
"39207.6255007";"Boost calculado";"-0.51325";"bar";
"39207.6255007";"Pressão absoluta do coletor de 
admissão";"50";"kPa";
"39207.6860981";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39207.7999658";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39207.7999658";"Posição da borboleta de admissão";"15.686274509803921";"%";
"39207.8517502";"Combustível usado";"0.007784407443111603";"L";
"39207.8517502";"Combustível usado (Hoje)";"0.007785";"L";
"39207.8517502";"Combustível usado (Semana)";"0.007785";"L";
"39207.8517502";"Combustível usado (total)";"0.007785";"L";
"39207.8517502";"Consumo instantâneo de combustível (l/h)";"3.1703579847639856";"L/h";
"39207.8517502";"Consumo médio de combustível (l/100km)";"82.70942633843312";"L/100km";
"39207.8517502";"Consumo médio de combustível (l/100km) (Hoje)";"82.71355716107097";"L/100km";
"39207.8517502";"Consumo médio de combustível (l/100km) (Semana)";"82.71355716107097";"L/100km";
"39207.8517502";"Consumo médio de combustível (l/100km) (total)";"82.71355716107097";"L/100km";
"39207.8517502";"Potência instantânea do motor (baseado no consumo de combustível)";"12.403067856552628";"hp";
"39207.8517502";"Preço do combustível usado";"0.00786225151754272";"R$";
"39207.8517502";"Preço do combustível usado (Hoje)";"0.007862850000000001";"R$";
"39207.8517502";"Preço do combustível usado (Semana)";"0.007862850000000001";"R$";
"39207.8517502";"Preço do combustível usado (total)";"0.007862850000000001";"R$";
"39207.8517502";"RPM do motor";"1546";"rpm";
"39207.8517502";"RPM do motor x1000";"1.5";"rpm";
"39208.0938729";"Espaço livre no tanque de combustível";"39.411764705882355";"L";
"39208.0938729";"Nível de combustível (%)";"21.176470588235293";"%";
"39208.0938729";"Nível de combustível (V)";"10.588235294117647";"L";
"39208.1518677";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39208.226618";"Aceleração";"0.04393339805928988";"g";
"39208.226618";"Consumo instantâneo de combustível (l/100km)";"28.821436225127144";"L/100km";
"39208.226618";"Distância percorrida";"0.011499652333333332";"km";
"39208.226618";"Distância percorrida (Hoje)";"0.0115";"km";
"39208.226618";"Distância percorrida (Semana)";"0.0115";"km";
"39208.226618";"Distância percorrida (total)";"0.0115";"km";
"39208.226618";"Velocidade do veículo";"11";"km/h";
"39208.226618";"Velocidade média";"7.96063320944688";"km/h";
"39208.3124535";"Boost calculado";"-0.53325";"bar";
"39208.3124535";"Pressão absoluta do coletor de 
admissão";"48";"kPa";
"39208.3884483";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39208.5048076";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39208.5048076";"Posição da borboleta de admissão";"15.294117647058824";"%";
"39208.5598399";"Combustível usado";"0.00848813762078513";"L";
"39208.5598399";"Combustível usado (Hoje)";"0.008489";"L";
"39208.5598399";"Combustível usado (Semana)";"0.008489";"L";
"39208.5598399";"Combustível usado (total)";"0.008489";"L";
"39208.5598399";"Consumo instantâneo de combustível (l/h)";"3.577049702447293";"L/h";
"39208.5598399";"Consumo médio de combustível (l/100km)";"73.81212383422314";"L/100km";
"39208.5598399";"Consumo médio de combustível (l/100km) (Hoje)";"73.81739130434782";"L/100km";
"39208.5598399";"Consumo médio de combustível (l/100km) (Semana)";"73.81739130434782";"L/100km";
"39208.5598399";"Consumo médio de combustível (l/100km) (total)";"73.81739130434782";"L/100km";
"39208.5598399";"Potência instantânea do motor (baseado no consumo de combustível)";"13.994126341230196";"hp";
"39208.5598399";"Preço do combustível usado";"0.008573018996992981";"R$";
"39208.5598399";"Preço do combustível usado (Hoje)";"0.00857389";"R$";
"39208.5598399";"Preço do combustível usado (Semana)";"0.00857389";"R$";
"39208.5598399";"Preço do combustível usado (total)";"0.00857389";"R$";
"39208.5598399";"RPM do motor";"1817";"rpm";
"39208.5598399";"RPM do motor x1000";"1.8";"rpm";
"39208.8213133";"Espaço livre no tanque de combustível";"39.6078431372549";"L";
"39208.8213133";"Nível de combustível (%)";"20.784313725490197";"%";
"39208.8213133";"Nível de combustível (V)";"10.392156862745098";"L";
"39208.8772143";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39208.9553016";"Aceleração";"0.05468851281563267";"g";
"39208.9553016";"Consumo instantâneo de combustível (l/100km)";"27.515766941902253";"L/100km";
"39208.9553016";"Distância percorrida";"0.014131023138888888";"km";
"39208.9553016";"Distância percorrida (Hoje)";"0.014131";"km";
"39208.9553016";"Distância percorrida (Semana)";"0.014131";"km";
"39208.9553016";"Distância percorrida (total)";"0.014131";"km";
"39208.9553016";"Velocidade do veículo";"13";"km/h";
"39208.9553016";"Velocidade média";"8.579969926066955";"km/h";
"39209.0340127";"Boost calculado";"-0.66325";"bar";
"39209.0340127";"Pressão absoluta do coletor de 
admissão";"35";"kPa";
"39209.1210452";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39209.1766578";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39209.1766578";"Posição da borboleta de admissão";"13.72549019607843";"%";
"39209.23111";"Combustível usado";"0.008978227430822421";"L";
"39209.23111";"Combustível usado (Hoje)";"0.008979";"L";
"39209.23111";"Combustível usado (Semana)";"0.008979";"L";
"39209.23111";"Combustível usado (total)";"0.008979";"L";
"39209.23111";"Consumo instantâneo de combustível (l/h)";"2.629797593571368";"L/h";
"39209.23111";"Consumo médio de combustível (l/100km)";"63.53557943100483";"L/100km";
"39209.23111";"Consumo médio de combustível (l/100km) (Hoje)";"63.54115066166584";"L/100km";
"39209.23111";"Consumo médio de combustível (l/100km) (Semana)";"63.54115066166584";"L/100km";
"39209.23111";"Consumo médio de combustível (l/100km) (total)";"63.54115066166584";"L/100km";
"39209.23111";"Potência instantânea do motor (baseado no consumo de combustível)";"10.288288628229685";"hp";
"39209.23111";"Preço do combustível usado";"0.009068009705130645";"R$";
"39209.23111";"Preço do combustível usado (Hoje)";"0.009068789999999998";"R$";
"39209.23111";"Preço do combustível usado (Semana)";"0.009068789999999998";"R$";
"39209.23111";"Preço do combustível usado (total)";"0.009068789999999998";"R$";
"39209.23111";"RPM do motor";"1832";"rpm";
"39209.23111";"RPM do motor x1000";"1.8";"rpm";
"39209.5192986";"Espaço livre no tanque de combustível";"38.82352941176471";"L";
"39209.5192986";"Nível de combustível (%)";"22.352941176470587";"%";
"39209.5192986";"Nível de combustível (V)";"11.176470588235293";"L";
"39209.5876586";"Ajuste de longo prazo do sensor de oxigênio secundário Bank 1";"0";"%";
"39209.656138";"Consumo instantâneo de combustível (l/100km)";"21.91497994642807";"L/100km";
"39209.656138";"Distância percorrida";"0.01646917513888889";"km";
"39209.656138";"Distância percorrida (Hoje)";"0.016469";"km";
"39209.656138";"Distância percorrida (Semana)";"0.016469";"km";
"39209.656138";"Distância percorrida (total)";"0.016469";"km";
"39209.656138";"Velocidade do veículo";"12";"km/h";
"39209.656138";"Velocidade média";"8.941773833218184";"km/h";
"39209.7506239";"Boost calculado";"-0.7332500000000001";"bar";
"39209.7506239";"Pressão absoluta do coletor de 
admissão";"28";"kPa";
"39209.8209186";"Relação equivalente comandada de Comb./Ar";"14.63156736";"";
"39209.9438241";"Economizador de combustível (com base no estado do sistema de combustível e na posição do acelerador)";"1";"";
"39209.9438241";"Posição da borboleta de admissão";"12.549019607843137";"%";
"39210.0118389";"Combustível usado";"0.00930143886625926";"L";
"39210.0118389";"Combustível usado (Hoje)";"0.009302";"L";
"39210.0118389";"Combustível usado (Semana)";"0.009302";"L";
"39210.0118389";"Combustível usado (total)";"0.009302";"L";
"39210.0118389";"Consumo instantâneo de combustível (l/h)";"1.4894530475380192";"L/h";
"39210.0118389";"Consumo médio de combustível (l/100km)";"56.47786721446446";"L/100km";
"39210.0118389";"Consumo médio de combustível (l/100km) (Hoje)";"56.48187503795008";"L/100km";
"39210.0118389";"Consumo médio de combustível (l/100km) (Semana)";"56.48187503795008";"L/100km";
